"","SurveyNum","Time","Spp","Size","ID","lat","long"
"15801",57,"13:20","APCL","5","314",9.9622289766575,125.22371095125
"15811",57,"13:29","APCL","9","313",9.96226757532,125.223788547
"15821",57,"13:40","APCL","10","320",9.9621665733875,125.2236539755
"16041",58,"09:27","PRBI","4","324",10.0174151128,125.024735362
"16151",58,"10:50","PRBI","6","327",10.01698824345,125.02474690775
"16281",58,"11:05","PRBI","13","329",10.017052448825,125.02479422375
"16451",58,"13:23","PRBI","9","336",10.01611933345,125.0253676715
"16511",58,"14:26","PRBI","13","340",10.015937970025,125.025292423
"20651",60,"09:06","APCL","12","345",10.540316747525,124.63826053775
"20661",60,"09:07","APCL","10","347",10.540379590825,124.63823415575
"20681",60,"09:32","APCL","6","349",10.54036609595,124.637842197
"20691",60,"09:37","APCL","12","351",10.540352643,124.63783327
"20701",60,"09:38","APCL","13","355",10.540441407375,124.6377667805
"20761",60,"10:15","APCL","4","356",10.5402268516,124.63802029175
"20791",60,"10:38","APCL","9","360",10.539318651425,124.6395727875
"20851",61,"11:44","PRBI","8","364",10.547253442925,124.656057728
"21301",63,"16:04","APCL","10","366",10.530924175375,124.75191080475
"21321",63,"16:10","APCL","9","368",10.530957954475,124.7520642565
"21331",63,"16:18","APCL","7","371",10.530852824425,124.7521499405
"21351",63,"16:49","APCL","11","374",10.533082578325,124.75278044825
"21371",63,"16:59","APCL","5","376",10.5332304351,124.7529469545
"21381",63,"17:00","APCL","10","378",10.5332284444,124.75297151375
"21561",64,"09:52","APCL","9","383",10.855983558575,124.7263675415
"21651",66,"12:07","APCL","7","388",10.873629644025,124.71170004925
"21681",66,"12:30","APCL","11","391",10.87337956995,124.71217762925
"21781",66,"12:57","APCL","11","395",10.8729150868,124.71211876725
"22371",69,"10:35","APCL","10","403",10.743416044875,124.7866796725
"22401",69,"10:49","APCL","11","407",10.743745809875,124.78642712575
"22431",69,"11:05","APCL","4","412",10.7438832731,124.786300496
"22451",69,"11:21","APCL","4","417",10.7446318609,124.7861359595
"22531",73,"11:26","APCL","12","420",11.0413693171,124.36874511425
"22541",73,"11:33","APCL","12","422",11.0414449009,124.36890210725
"22551",73,"11:38","APCL","11","424",11.041612790425,124.36902069025
"22561",73,"11:43","APCL","10","426",11.041674125,124.369143485
"22671",73,"12:20","APCL","8","429",11.0426901374,124.3674749205
"22711",73,"12:31","APCL","6","435",11.04294008575,124.3673822795
"22731",74,"13:48","APCL","10","438",11.043908069875,124.367422408
"24651",79,"10:02","APCL","10","447",10.955278412425,124.64937022675
"24731",79,"10:18","APCL","10","453",10.9553043754,124.649358492
"24741",79,"10:19","APCL","3","450",10.955303621,124.649328883
"24861",79,"10:12","APCL","11","461",10.95525265905,124.64937550725
"24951",79,"10:50","APCL","8","456",10.95565436175,124.648897194
"24971",79,"11:03","APCL","12","459",10.955653209225,124.6488187185
"26051",84,"10:44","PRBI","4","466",10.764955377675,124.01095354
"26161",84,"11:21","APCL","4","469",10.763162928625,124.00932426575
"26181",84,"11:30","APCL","5","472",10.76273731655,124.00935205175
"26351",85,"14:27","APCL","8","480",10.74196373345,124.01151726475
"26381",85,"14:54","APCL","3","483",10.740148674225,124.01183980075
"26401",86,"16:16","APCL","8","485",10.78076683215,124.02966802475
"2673",87,"06:18","APCL","5","487",10.768259775375,124.01378618325
"26931",88,"10:13","APCL","10","489",10.925260239725,124.03387693425
"26941",88,"10:19","APCL","8","491",10.9251907328,124.0338393
"26951",88,"10:24","APCL","7","493",10.925013748925,124.033824212
"26971",88,"10:40","APCL","9","496",10.924534786,124.0342071605
"26981",88,"10:46","APCL","10","498",10.924483425925,124.03412529025
"26991",88,"10:58","APCL","10","501",10.924368111875,124.034184131
"27001",88,"11:26","APCL","7","504",10.922688336575,124.03510731425
"30761",94,"11:02","APCL","12","513",11.347461731625,124.10501959525
"30891",94,"11:30","APCL","11","519",11.347766874825,124.105277087
"30981",94,"11:42","APCL","4","524",11.3478978211,124.10521937775
"31031",94,"11:52","APCL","12","527",11.348021433225,124.10533184175
"31061",94,"11:58","APCL","12","531",11.348040900175,124.10538127425
"32451",97,"09:19","APCL","10","535",11.192314778475,124.0473547625
"32521",97,"09:08","APCL","7","533",11.1920945649,124.047336909
"32531",97,"09:41","APCL","8","539",11.193163844275,124.04765468775
"32581",97,"10:09","APCL","6","542",11.193847975225,124.049334505
"32761",98,"11:42","APCL","3","552",11.208157057425,124.06119408075
"5012",19,"10:41","APCL","4","92",9.899682754185,123.608629459
"5222",20,"15:01","APCL","5","105",9.8696282668975,123.59802545025
"6392",25,"11:34","APCL","6","135",9.6360810357125,123.4850745485
"6582",25,"10:58","APCL","8","130",9.6359816263425,123.4850874145
"11002",35,"13:27","APCL","6","192",10.2250892215125,123.804789494125
"11112",37,"11:01","APCL","3","201",10.0584194879,123.63855344025
"11172",37,"11:11","APCL","8","204",10.058378605175,123.63857567325
"11472",40,"09:10","APCL","10","224",10.076023642925,123.6593171745
"12012",42,"14:54","APCL","4","252",10.559785813075,124.0405327105
"12022",42,"13:37","APCL","4","242",10.555655735075,124.040617577
"12292",43,"15:49","APCL","5","256",10.56245689515,124.040417166
"13152",49,"11:04","APCL","4","266",10.173176773825,124.74944574975
"13182",49,"11:20","APCL","8","271",10.173175914675,124.74964871775
"13382",50,"13:49","APCL","4","284",10.172489499675,124.751091411
"14242",55,"14:00","APCL","9","297",10.007251740925,125.0293402535
"15772",57,"13:02","APCL","10","308",9.962226944045,125.2236915685
"15792",57,"13:17","APCL","10","311",9.9622600106525,125.2237803325
"15802",57,"13:20","APCL","5","315",9.9622289766575,125.22371095125
"20692",60,"09:37","APCL","5","352",10.540352643,124.63783327
"20762",60,"10:15","APCL","11","357",10.5402268516,124.63802029175
"21322",63,"16:10","APCL","10","369",10.530957954475,124.7520642565
"21332",63,"16:18","APCL","5","372",10.530852824425,124.7521499405
"21562",64,"09:52","APCL","3","384",10.855983558575,124.7263675415
"22402",69,"10:49","APCL","10","408",10.743745809875,124.78642712575
"22432",69,"11:05","APCL","10","413",10.7438832731,124.786300496
"22712",73,"12:31","APCL","10","432",11.04294008575,124.3673822795
"24862",79,"10:12","APCL","4","462",10.95525265905,124.64937550725
"26162",84,"11:21","APCL","2","470",10.763162928625,124.00932426575
"26952",88,"10:24","APCL","6","494",10.925013748925,124.033824212
"26982",88,"10:46","APCL","7","499",10.924483425925,124.03412529025
"26992",88,"10:58","APCL","9","502",10.924368111875,124.034184131
"30762",94,"11:02","APCL","11","514",11.347461731625,124.10501959525
"32452",97,"09:19","APCL","9","536",11.192314778475,124.0473547625
"32522",97,"09:08","APCL","10","534",11.1920945649,124.047336909
"5223",20,"15:01","APCL","4","106",9.8696282668975,123.59802545025
"6393",25,"11:34","APCL","4","136",9.6360810357125,123.4850745485
"6583",25,"10:58","APCL","7","129",9.6359816263425,123.4850874145
"11003",35,"13:27","APCL","7","193",10.2250892215125,123.804789494125
"11173",37,"11:11","APCL","8","205",10.058378605175,123.63857567325
"13183",49,"11:20","APCL","11","272",10.173175914675,124.74964871775
"15773",57,"13:02","APCL","6","318",9.962226944045,125.2236915685
"15803",57,"13:20","APCL","6","316",9.9622289766575,125.22371095125
"22403",69,"10:49","APCL","4","409",10.743745809875,124.78642712575
"22713",73,"12:31","APCL","10","433",11.04294008575,124.3673822795
"22732",74,"13:48","APCL","8","437",11.043908069875,124.367422408
"24863",79,"10:12","APCL","6","463",10.95525265905,124.64937550725
"13184",49,"11:20","APCL","5","273",10.173175914675,124.74964871775
"24864",79,"10:12","APCL","3","464",10.95525265905,124.64937550725
"13185",49,"11:20","APCL","8","274",10.173175914675,124.74964871775
